threshold,symbol,return,label_ternary,label_binary
0.0025,TMUS,-0.11217480857234118,DOWN,DOWN
0.0025,RTX,-0.09808112261155312,DOWN,DOWN
0.0025,KO,0.0027644608200043793,UP,UP
0.0025,MRK,0.013969901511611945,UP,UP
0.0025,COP,0.012655371785732407,UP,UP
0.0025,MU,-0.0803882990460544,DOWN,DOWN
0.0025,PEP,-0.04885421568174663,DOWN,DOWN
0.0025,LLY,-0.1166361653794476,DOWN,DOWN
0.0025,CEG,0.10291208640172862,UP,UP
0.0025,SRE,-0.001186361332269163,FLAT,
0.0025,TSLA,0.05366224400956127,UP,UP
0.0025,NVDA,-0.0847806493109668,DOWN,DOWN
0.0025,DHR,0.03844083259328198,UP,UP
0.0025,CAT,0.006083270764555344,UP,UP
0.0025,ABT,0.02757083624077429,UP,UP
0.0025,CB,-0.020418841413108096,DOWN,DOWN
0.0025,WFC,-0.009507294436547513,DOWN,DOWN
0.0025,AMAT,-0.052532087402624224,DOWN,DOWN
0.0025,HON,0.0539718698655137,UP,UP
0.005,SO,-0.004679590285667588,FLAT,
0.005,LOW,0.019307790038382115,UP,UP
0.005,MCD,-0.018801833540920652,DOWN,DOWN
0.005,FCX,0.06933787749301965,UP,UP
0.005,DLR,0.03987000175883098,UP,UP
0.005,BAC,0.03599669537278797,UP,UP
0.005,META,0.04227698001146892,UP,UP
0.005,LIN,-0.011429196523001076,DOWN,DOWN
0.005,INTC,-0.06700793622124321,DOWN,DOWN
0.005,TT,0.08451225129353357,UP,UP
0.005,XOM,0.0040650582397982245,FLAT,
0.005,COF,0.03678033593713083,UP,UP
0.005,V,0.011653798076035792,UP,UP
0.005,PLTR,-0.12046535054624728,DOWN,DOWN
0.005,PWR,0.0999009041776273,UP,UP
0.005,ABNB,0.010079832097953031,UP,UP
0.005,PLD,0.01837935861950435,UP,UP
0.005,ABBV,0.03375263519129419,UP,UP
0.005,LMT,0.008181933286048486,UP,UP
0.005,WELL,0.01630322733130687,UP,UP
0.005,AMD,0.01764345787173304,UP,UP
0.005,CSCO,0.04845819353720522,UP,UP
0.005,JNJ,-0.004793982313617198,FLAT,
0.005,SCHW,0.00594467019665149,UP,UP
0.005,MS,0.014449340023048284,UP,UP
0.005,ETN,-0.006464298219624532,DOWN,DOWN
0.005,C,0.017557780400089536,UP,UP
0.005,GOOGL,0.01682585431602375,UP,UP
0.005,PFE,0.03210418670304901,UP,UP
0.005,SYK,0.011310522852059333,UP,UP
0.005,SPGI,0.025846363244309715,UP,UP
0.005,BLK,0.023288905846344896,UP,UP
0.005,UBER,-0.025399047636825538,DOWN,DOWN
0.005,PM,0.024373875043034298,UP,UP
0.005,SPG,-0.0615957543921185,DOWN,DOWN
0.005,GS,0.019294624761465443,UP,UP
0.005,PG,-0.03741019733530079,DOWN,DOWN
0.005,TJX,0.0178485024100103,UP,UP
0.005,HWM,0.06819172966979718,UP,UP
0.005,ECL,0.03296661620487266,UP,UP
0.005,AXP,-0.006365683552756032,DOWN,DOWN
0.005,ISRG,0.022249706925167558,UP,UP
0.005,AMZN,-0.0011566836184704085,FLAT,
0.005,WMB,-0.024430811352449636,DOWN,DOWN
0.005,MO,0.009967260423929761,UP,UP
0.005,DE,0.03782920964826082,UP,UP
0.005,AAPL,-0.03736168747193257,DOWN,DOWN
0.005,BA,0.06060786725191864,UP,UP
0.005,MAR,0.018967166916251593,UP,UP
0.005,EQIX,0.0014173339176313873,FLAT,
0.005,SHW,0.047953038699380925,UP,UP
0.005,AVGO,0.08643077753239278,UP,UP
0.005,AMT,0.04746804519906199,UP,UP
0.005,COST,-0.060694338744689214,DOWN,DOWN
0.005,AMGN,-0.009021138534563617,DOWN,DOWN
0.005,MSFT,0.07625368013233445,UP,UP
0.005,CVX,0.01643918109171778,UP,UP
0.005,GE,0.0051669300315539115,UP,UP
0.005,NEM,-0.03159783317092257,DOWN,DOWN
0.005,DUK,0.0181365149425457,UP,UP
0.005,NEE,0.00945384144906637,UP,UP
0.005,AEP,0.0,FLAT,
0.005,MA,-0.0026092546988597223,FLAT,
0.005,LRCX,0.06249067842629378,UP,UP
0.005,KLAC,-0.037541399230315416,DOWN,DOWN
0.005,APD,0.003947064074885328,FLAT,
0.005,UNP,-0.01970149427681512,DOWN,DOWN
0.005,FDX,-0.06449775283788882,DOWN,DOWN
0.005,UNH,-0.2237966587638529,DOWN,DOWN
0.005,JPM,0.040024613798096985,UP,UP
0.005,GEV,0.030729476491620028,UP,UP
0.005,TXN,0.0655931521290452,UP,UP
0.005,PH,0.008362869364984312,UP,UP
0.005,SBUX,-0.05657048268776157,DOWN,DOWN
0.005,NFLX,0.015292426142407783,UP,UP
0.005,HD,0.028424246635933893,UP,UP
0.005,TMO,-0.007107866571192419,DOWN,DOWN
0.005,BKNG,0.03871276143436437,UP,UP
0.005,GILD,-0.028073558405927103,DOWN,DOWN
0.005,ORCL,-0.0309831383234626,DOWN,DOWN
0.005,WMT,-0.06528851712742266,DOWN,DOWN
0.005,TMUS,-0.11217480857234118,DOWN,DOWN
0.005,RTX,-0.09808112261155312,DOWN,DOWN
0.005,KO,0.0027644608200043793,FLAT,
0.005,MRK,0.013969901511611945,UP,UP
0.005,COP,0.012655371785732407,UP,UP
0.005,MU,-0.0803882990460544,DOWN,DOWN
0.005,PEP,-0.04885421568174663,DOWN,DOWN
0.005,LLY,-0.1166361653794476,DOWN,DOWN
0.005,CEG,0.10291208640172862,UP,UP
0.005,SRE,-0.001186361332269163,FLAT,
0.005,TSLA,0.05366224400956127,UP,UP
0.005,NVDA,-0.0847806493109668,DOWN,DOWN
0.005,DHR,0.03844083259328198,UP,UP
0.005,CAT,0.006083270764555344,UP,UP
0.005,ABT,0.02757083624077429,UP,UP
0.005,CB,-0.020418841413108096,DOWN,DOWN
0.005,WFC,-0.009507294436547513,DOWN,DOWN
0.005,AMAT,-0.052532087402624224,DOWN,DOWN
0.005,HON,0.0539718698655137,UP,UP
0.01,SO,-0.004679590285667588,FLAT,
0.01,LOW,0.019307790038382115,UP,UP
0.01,MCD,-0.018801833540920652,DOWN,DOWN
0.01,FCX,0.06933787749301965,UP,UP
0.01,DLR,0.03987000175883098,UP,UP
0.01,BAC,0.03599669537278797,UP,UP
0.01,META,0.04227698001146892,UP,UP
0.01,LIN,-0.011429196523001076,DOWN,DOWN
0.01,INTC,-0.06700793622124321,DOWN,DOWN
0.01,TT,0.08451225129353357,UP,UP
0.01,XOM,0.0040650582397982245,FLAT,
0.01,COF,0.03678033593713083,UP,UP
0.01,V,0.011653798076035792,UP,UP
0.01,PLTR,-0.12046535054624728,DOWN,DOWN
0.01,PWR,0.0999009041776273,UP,UP
0.01,ABNB,0.010079832097953031,UP,UP
0.01,PLD,0.01837935861950435,UP,UP
0.01,ABBV,0.03375263519129419,UP,UP
0.01,LMT,0.008181933286048486,FLAT,
0.01,WELL,0.01630322733130687,UP,UP
0.01,AMD,0.01764345787173304,UP,UP
0.01,CSCO,0.04845819353720522,UP,UP
0.01,JNJ,-0.004793982313617198,FLAT,
0.01,SCHW,0.00594467019665149,FLAT,
0.01,MS,0.014449340023048284,UP,UP
0.01,ETN,-0.006464298219624532,FLAT,
0.01,C,0.017557780400089536,UP,UP
0.01,GOOGL,0.01682585431602375,UP,UP
0.01,PFE,0.03210418670304901,UP,UP
0.01,SYK,0.011310522852059333,UP,UP
0.01,SPGI,0.025846363244309715,UP,UP
0.01,BLK,0.023288905846344896,UP,UP
0.01,UBER,-0.025399047636825538,DOWN,DOWN
0.01,PM,0.024373875043034298,UP,UP
0.01,SPG,-0.0615957543921185,DOWN,DOWN
0.01,GS,0.019294624761465443,UP,UP
0.01,PG,-0.03741019733530079,DOWN,DOWN
0.01,TJX,0.0178485024100103,UP,UP
0.01,HWM,0.06819172966979718,UP,UP
0.01,ECL,0.03296661620487266,UP,UP
0.01,AXP,-0.006365683552756032,FLAT,
0.01,ISRG,0.022249706925167558,UP,UP
0.01,AMZN,-0.0011566836184704085,FLAT,
0.01,WMB,-0.024430811352449636,DOWN,DOWN
0.01,MO,0.009967260423929761,FLAT,
0.01,DE,0.03782920964826082,UP,UP
0.01,AAPL,-0.03736168747193257,DOWN,DOWN
0.01,BA,0.06060786725191864,UP,UP
0.01,MAR,0.018967166916251593,UP,UP
0.01,EQIX,0.0014173339176313873,FLAT,
0.01,SHW,0.047953038699380925,UP,UP
0.01,AVGO,0.08643077753239278,UP,UP
0.01,AMT,0.04746804519906199,UP,UP
0.01,COST,-0.060694338744689214,DOWN,DOWN
0.01,AMGN,-0.009021138534563617,FLAT,
0.01,MSFT,0.07625368013233445,UP,UP
0.01,CVX,0.01643918109171778,UP,UP
0.01,GE,0.0051669300315539115,FLAT,
0.01,NEM,-0.03159783317092257,DOWN,DOWN
0.01,DUK,0.0181365149425457,UP,UP
0.01,NEE,0.00945384144906637,FLAT,
0.01,AEP,0.0,FLAT,
0.01,MA,-0.0026092546988597223,FLAT,
0.01,LRCX,0.06249067842629378,UP,UP
0.01,KLAC,-0.037541399230315416,DOWN,DOWN
0.01,APD,0.003947064074885328,FLAT,
0.01,UNP,-0.01970149427681512,DOWN,DOWN
0.01,FDX,-0.06449775283788882,DOWN,DOWN
0.01,UNH,-0.2237966587638529,DOWN,DOWN
0.01,JPM,0.040024613798096985,UP,UP
0.01,GEV,0.030729476491620028,UP,UP
0.01,TXN,0.0655931521290452,UP,UP
0.01,PH,0.008362869364984312,FLAT,
0.01,SBUX,-0.05657048268776157,DOWN,DOWN
0.01,NFLX,0.015292426142407783,UP,UP
0.01,HD,0.028424246635933893,UP,UP
0.01,TMO,-0.007107866571192419,FLAT,
0.01,BKNG,0.03871276143436437,UP,UP
0.01,GILD,-0.028073558405927103,DOWN,DOWN
0.01,ORCL,-0.0309831383234626,DOWN,DOWN
0.01,WMT,-0.06528851712742266,DOWN,DOWN
0.01,TMUS,-0.11217480857234118,DOWN,DOWN
0.01,RTX,-0.09808112261155312,DOWN,DOWN
0.01,KO,0.0027644608200043793,FLAT,
0.01,MRK,0.013969901511611945,UP,UP
0.01,COP,0.012655371785732407,UP,UP
0.01,MU,-0.0803882990460544,DOWN,DOWN
0.01,PEP,-0.04885421568174663,DOWN,DOWN
0.01,LLY,-0.1166361653794476,DOWN,DOWN
0.01,CEG,0.10291208640172862,UP,UP
0.01,SRE,-0.001186361332269163,FLAT,
0.01,TSLA,0.05366224400956127,UP,UP
0.01,NVDA,-0.0847806493109668,DOWN,DOWN
0.01,DHR,0.03844083259328198,UP,UP
0.01,CAT,0.006083270764555344,FLAT,
0.01,ABT,0.02757083624077429,UP,UP
0.01,CB,-0.020418841413108096,DOWN,DOWN
0.01,WFC,-0.009507294436547513,FLAT,
0.01,AMAT,-0.052532087402624224,DOWN,DOWN
0.01,HON,0.0539718698655137,UP,UP
0.02,SO,-0.004679590285667588,FLAT,
0.02,LOW,0.019307790038382115,FLAT,
0.02,MCD,-0.018801833540920652,FLAT,
0.02,FCX,0.06933787749301965,UP,UP
0.02,DLR,0.03987000175883098,UP,UP
0.02,BAC,0.03599669537278797,UP,UP
0.02,META,0.04227698001146892,UP,UP
0.02,LIN,-0.011429196523001076,FLAT,
0.02,INTC,-0.06700793622124321,DOWN,DOWN
0.02,TT,0.08451225129353357,UP,UP
0.02,XOM,0.0040650582397982245,FLAT,
0.02,COF,0.03678033593713083,UP,UP
0.02,V,0.011653798076035792,FLAT,
0.02,PLTR,-0.12046535054624728,DOWN,DOWN
0.02,PWR,0.0999009041776273,UP,UP
0.02,ABNB,0.010079832097953031,FLAT,
0.02,PLD,0.01837935861950435,FLAT,
0.02,ABBV,0.03375263519129419,UP,UP
0.02,LMT,0.008181933286048486,FLAT,
0.02,WELL,0.01630322733130687,FLAT,
0.02,AMD,0.01764345787173304,FLAT,
0.02,CSCO,0.04845819353720522,UP,UP
0.02,JNJ,-0.004793982313617198,FLAT,
0.02,SCHW,0.00594467019665149,FLAT,
0.02,MS,0.014449340023048284,FLAT,
0.02,ETN,-0.006464298219624532,FLAT,
0.02,C,0.017557780400089536,FLAT,
0.02,GOOGL,0.01682585431602375,FLAT,
0.02,PFE,0.03210418670304901,UP,UP
0.02,SYK,0.011310522852059333,FLAT,
0.02,SPGI,0.025846363244309715,UP,UP
0.02,BLK,0.023288905846344896,UP,UP
0.02,UBER,-0.025399047636825538,DOWN,DOWN
0.02,PM,0.024373875043034298,UP,UP
0.02,SPG,-0.0615957543921185,DOWN,DOWN
0.02,GS,0.019294624761465443,FLAT,
0.02,PG,-0.03741019733530079,DOWN,DOWN
0.02,TJX,0.0178485024100103,FLAT,
0.02,HWM,0.06819172966979718,UP,UP
0.02,ECL,0.03296661620487266,UP,UP
0.02,AXP,-0.006365683552756032,FLAT,
0.02,ISRG,0.022249706925167558,UP,UP
0.02,AMZN,-0.0011566836184704085,FLAT,
0.02,WMB,-0.024430811352449636,DOWN,DOWN
0.02,MO,0.009967260423929761,FLAT,
0.02,DE,0.03782920964826082,UP,UP
0.02,AAPL,-0.03736168747193257,DOWN,DOWN
0.02,BA,0.06060786725191864,UP,UP
0.02,MAR,0.018967166916251593,FLAT,
0.02,EQIX,0.0014173339176313873,FLAT,
0.02,SHW,0.047953038699380925,UP,UP
0.02,AVGO,0.08643077753239278,UP,UP
0.02,AMT,0.04746804519906199,UP,UP
0.02,COST,-0.060694338744689214,DOWN,DOWN
0.02,AMGN,-0.009021138534563617,FLAT,
0.02,MSFT,0.07625368013233445,UP,UP
0.02,CVX,0.01643918109171778,FLAT,
0.02,GE,0.0051669300315539115,FLAT,
0.02,NEM,-0.03159783317092257,DOWN,DOWN
0.02,DUK,0.0181365149425457,FLAT,
0.02,NEE,0.00945384144906637,FLAT,
0.02,AEP,0.0,FLAT,
0.02,MA,-0.0026092546988597223,FLAT,
0.02,LRCX,0.06249067842629378,UP,UP
0.02,KLAC,-0.037541399230315416,DOWN,DOWN
0.02,APD,0.003947064074885328,FLAT,
0.02,UNP,-0.01970149427681512,FLAT,
0.02,FDX,-0.06449775283788882,DOWN,DOWN
0.02,UNH,-0.2237966587638529,DOWN,DOWN
0.02,JPM,0.040024613798096985,UP,UP
0.02,GEV,0.030729476491620028,UP,UP
0.02,TXN,0.0655931521290452,UP,UP
0.02,PH,0.008362869364984312,FLAT,
0.02,SBUX,-0.05657048268776157,DOWN,DOWN
0.02,NFLX,0.015292426142407783,FLAT,
0.02,HD,0.028424246635933893,UP,UP
0.02,TMO,-0.007107866571192419,FLAT,
0.02,BKNG,0.03871276143436437,UP,UP
0.02,GILD,-0.028073558405927103,DOWN,DOWN
0.02,ORCL,-0.0309831383234626,DOWN,DOWN
0.02,WMT,-0.06528851712742266,DOWN,DOWN
0.02,TMUS,-0.11217480857234118,DOWN,DOWN
0.02,RTX,-0.09808112261155312,DOWN,DOWN
0.02,KO,0.0027644608200043793,FLAT,
0.02,MRK,0.013969901511611945,FLAT,
0.02,COP,0.012655371785732407,FLAT,
0.02,MU,-0.0803882990460544,DOWN,DOWN
0.02,PEP,-0.04885421568174663,DOWN,DOWN
0.02,LLY,-0.1166361653794476,DOWN,DOWN
0.02,CEG,0.10291208640172862,UP,UP
0.02,SRE,-0.001186361332269163,FLAT,
0.02,TSLA,0.05366224400956127,UP,UP
0.02,NVDA,-0.0847806493109668,DOWN,DOWN
0.02,DHR,0.03844083259328198,UP,UP
0.02,CAT,0.006083270764555344,FLAT,
0.02,ABT,0.02757083624077429,UP,UP
0.02,CB,-0.020418841413108096,DOWN,DOWN
0.02,WFC,-0.009507294436547513,FLAT,
0.02,AMAT,-0.052532087402624224,DOWN,DOWN
0.02,HON,0.0539718698655137,UP,UP
